term,mean_tfidf_high,mean_tfidf_moderate,mean_tfidf_limited,mean_tfidf_low,term_type
positioned,0.006815,0.015487,0.004662,0.0,unigram
including cyber,0.006815,0.009737,0.00682,0.0,bigram
price,0.006815,0.017287,0.0,0.0,unigram
self,0.006787,0.004867,0.014101,0.0,unigram
leading technology,0.006773,0.005226,0.0,0.0,bigram
introducing,0.006773,0.0,0.007096,0.0,unigram
john,0.006773,0.0,0.005501,0.0,unigram
components,0.006773,0.0,0.007346,0.0,unigram
introduces,0.006773,0.0,0.005501,0.0,unigram
comprised,0.006773,0.0,0.008048,0.0,unigram
keeping,0.006773,0.006176,0.0,0.0,unigram
mix,0.006773,0.005226,0.0,0.0,unigram
accordance,0.006773,0.0,0.005501,0.0,unigram
grade,0.006773,0.006176,0.0,0.0,unigram
rely,0.006773,0.005314,0.0,0.0,unigram
buybacks,0.006773,0.005314,0.0,0.0,unigram
non compliance,0.006773,0.010043,0.0,0.0,bigram
necessary,0.006773,0.005314,0.0,0.0,unigram
data data,0.006773,0.005314,0.0,0.0,bigram
global economy,0.006773,0.006195,0.0,0.0,bigram
value shareholders,0.006773,0.010043,0.0,0.0,bigram
year year,0.006773,0.005226,0.0,0.0,bigram
undertakes,0.006773,0.0,0.005501,0.0,unigram
protected,0.006773,0.006176,0.0,0.0,unigram
acquisitions,0.006773,0.0,0.0,0.034033,unigram
sale,0.006773,0.005226,0.0,0.0,unigram
issuance,0.006773,0.0,0.007469,0.0,unigram
advances ai,0.006773,0.006176,0.0,0.0,bigram
advisory,0.006744,0.010445,0.0,0.0,unigram
equipping,0.006744,0.013029,0.0,0.0,unigram
domestic,0.006744,0.005675,0.006842,0.0,unigram
goods,0.006744,0.004787,0.0,0.031176,unigram
properly,0.006736,0.0,0.0,0.0,unigram
appropriate use,0.006736,0.0,0.0,0.0,bigram
travel,0.006736,0.0,0.0,0.0,unigram
important business,0.006736,0.0,0.0,0.0,bigram
colleague support,0.006736,0.0,0.0,0.0,bigram
harder,0.006736,0.0,0.0,0.0,unigram
business results,0.006736,0.0,0.0,0.0,bigram
regulatory sanctions,0.006736,0.0,0.0,0.0,bigram
business related,0.006736,0.0,0.0,0.0,bigram
increasing complexity,0.006736,0.0,0.0,0.0,bigram
security support,0.006736,0.0,0.0,0.0,bigram
exercise,0.006736,0.0,0.0,0.0,unigram
fundamental,0.006736,0.0,0.0,0.0,unigram
insufficient,0.006736,0.0,0.0,0.0,unigram
tal,0.006736,0.0,0.0,0.0,unigram
change group,0.006736,0.0,0.0,0.0,bigram
amendments,0.006736,0.0,0.0,0.0,unigram
opportunities challenges,0.006736,0.0,0.0,0.0,bigram
ongoing geopolitical,0.006736,0.0,0.0,0.0,bigram
used train,0.006736,0.0,0.0,0.0,bigram
result increased,0.006736,0.0,0.0,0.0,bigram
systems enable,0.006736,0.0,0.0,0.0,bigram
ladder,0.006736,0.0,0.0,0.0,unigram
integrate ai,0.006736,0.0,0.0,0.0,bigram
customers colleagues,0.006736,0.0,0.0,0.0,bigram
adoption external,0.006736,0.0,0.0,0.0,bigram
capital liquidity,0.006736,0.0,0.0,0.0,bigram
tracking,0.006736,0.0,0.0,0.0,unigram
digital services,0.006736,0.0,0.0,0.0,bigram
participating,0.006736,0.0,0.0,0.0,unigram
intelligence technologies,0.006736,0.0,0.0,0.0,bigram
counterparties,0.006736,0.0,0.0,0.0,unigram
ai workloads,0.006736,0.0,0.0,0.0,bigram
intelligence machine,0.006736,0.0,0.0,0.0,bigram
union,0.006736,0.0,0.0,0.0,unigram
group investing,0.006736,0.0,0.0,0.0,bigram
respect group,0.006736,0.0,0.0,0.0,bigram
handled,0.006736,0.0,0.0,0.0,unigram
tools like,0.006736,0.0,0.0,0.0,bigram
employ,0.006736,0.0,0.0,0.0,unigram
epc rating,0.006736,0.0,0.0,0.0,bigram
participates,0.006736,0.0,0.0,0.0,unigram
set new,0.006736,0.0,0.0,0.0,bigram
ai process,0.006736,0.0,0.0,0.0,bigram
epc,0.006736,0.0,0.0,0.0,unigram
accelerator,0.006736,0.0,0.0,0.0,unigram
risk reports,0.006736,0.0,0.0,0.0,bigram
cooling,0.006736,0.0,0.0,0.0,unigram
control financial,0.006736,0.0,0.0,0.0,bigram
material financial,0.006736,0.0,0.0,0.0,bigram
group including,0.006736,0.0,0.0,0.0,bigram
empowering colleagues,0.006736,0.0,0.0,0.0,bigram
result significant,0.006736,0.0,0.0,0.0,bigram
proposals,0.006736,0.0,0.0,0.0,unigram
modify,0.006736,0.0,0.0,0.0,unigram
regulatory focus,0.006736,0.0,0.0,0.0,bigram
relevant entity,0.006736,0.0,0.0,0.0,bigram
assessments risk,0.006736,0.0,0.0,0.0,bigram
profit tax,0.006736,0.0,0.0,0.0,bigram
ai expertise,0.006736,0.0,0.0,0.0,bigram
net worth,0.006736,0.0,0.0,0.0,bigram
national,0.006736,0.0,0.0,0.0,unigram
engagement customers,0.006736,0.0,0.0,0.0,bigram
group use,0.006736,0.0,0.0,0.0,bigram
litigation,0.006736,0.0,0.0,0.0,unigram
innovation digital,0.006736,0.0,0.0,0.0,bigram
pra fca,0.006736,0.0,0.0,0.0,bigram
depends,0.006736,0.0,0.0,0.0,unigram
enhance efficiency,0.006736,0.0,0.0,0.0,bigram
condition prospects,0.006736,0.0,0.0,0.0,bigram
information ai,0.006736,0.0,0.0,0.0,bigram
develop ai,0.006736,0.0,0.0,0.0,bigram
detection systems,0.006736,0.0,0.0,0.0,bigram
certain risks,0.006736,0.0,0.0,0.0,bigram
providers business,0.006736,0.0,0.0,0.0,bigram
pportunities,0.006736,0.0,0.0,0.0,unigram
candidates,0.006736,0.0,0.0,0.0,unigram
gitlab,0.006736,0.0,0.0,0.0,unigram
liquidity requirements,0.006736,0.0,0.0,0.0,bigram
looking statements,0.006736,0.0,0.0,0.0,bigram
deepfake,0.006736,0.0,0.0,0.0,unigram
deemed,0.006736,0.0,0.0,0.0,unigram
community,0.00673,0.005658,0.0,0.065426,unigram
measure,0.00673,0.004787,0.006842,0.0,unigram
communication,0.00673,0.009609,0.007856,0.0,unigram
annually,0.00673,0.013763,0.0,0.0,unigram
vital,0.00673,0.0,0.0065,0.031176,unigram
advancements,0.00673,0.009609,0.0,0.057246,unigram
personalisation,0.00673,0.005658,0.00504,0.0,unigram
survey,0.006643,0.004126,0.021408,0.0,unigram
adequate,0.006623,0.010445,0.0,0.0,unigram
productivity gains,0.006623,0.008105,0.00504,0.0,bigram
ai oversight,0.006623,0.010543,0.0,0.0,bigram
step,0.006623,0.011333,0.0,0.0,unigram
sme,0.006622,0.022128,0.006225,0.028842,unigram
largest,0.006622,0.016361,0.014844,0.0,unigram
relations,0.00661,0.0,0.019691,0.0,unigram
lever,0.00661,0.004867,0.007372,0.0,unigram
optimisation,0.00661,0.0092,0.0,0.031176,unigram
better decisions,0.00661,0.004787,0.006842,0.0,bigram
generally,0.00661,0.005675,0.00504,0.0,unigram
award,0.00658,0.027897,0.0,0.0,unigram
spend,0.00658,0.02587,0.0,0.0,unigram
considerations,0.006542,0.012002,0.004662,0.0,unigram
use artificial,0.006542,0.013291,0.006225,0.0,bigram
improve customer,0.006515,0.005314,0.007346,0.0,bigram
recommended,0.006515,0.006176,0.016889,0.0,unigram
managers,0.006515,0.011509,0.0,0.0,unigram
cyber attacks,0.006499,0.008241,0.027374,0.0,bigram
considering,0.006497,0.011861,0.011401,0.0,unigram
term strategic,0.006433,0.005314,0.005501,0.0,bigram
complete,0.006433,0.006195,0.0,0.062492,unigram
process automation,0.006433,0.005314,0.007096,0.0,bigram
giving,0.006433,0.008848,0.0,0.034033,unigram
integrations,0.006433,0.0,0.021869,0.0,unigram
features,0.006433,0.008997,0.009315,0.0,unigram
funds,0.006431,0.015123,0.014856,0.0,unigram
efficient,0.006431,0.007624,0.012343,0.0,unigram
identifying,0.006431,0.014182,0.0,0.0,unigram
offers,0.006425,0.01439,0.010239,0.0,unigram
function,0.006425,0.004126,0.016039,0.0,unigram
active,0.00636,0.0,0.032048,0.0,unigram
flexibility,0.006325,0.004787,0.0065,0.0,unigram
receive,0.006325,0.010543,0.0,0.0,unigram
summary,0.006325,0.010462,0.0,0.0,unigram
continued investment,0.006325,0.014857,0.0,0.0,bigram
reference,0.006325,0.0,0.015228,0.0,unigram
operating leverage,0.006325,0.015255,0.0,0.0,bigram
board members,0.006325,0.004787,0.0065,0.0,bigram
career,0.006278,0.029402,0.0,0.0,unigram
inherent,0.006239,0.004429,0.012239,0.0,unigram
professional,0.006239,0.009737,0.006014,0.0,unigram
technology innovation,0.006239,0.009663,0.006014,0.0,bigram
rollout,0.006226,0.008932,0.004662,0.0,unigram
awareness,0.006226,0.01294,0.012204,0.0,unigram
event,0.006226,0.014701,0.004662,0.0,unigram
strengthening,0.006226,0.01441,0.010992,0.0,unigram
essential,0.006226,0.023958,0.0,0.0,unigram
considers,0.006204,0.0,0.01154,0.0,unigram
just,0.006204,0.015873,0.0,0.0,unigram
internal controls,0.006204,0.0,0.013229,0.0,bigram
bn,0.006127,0.009753,0.006225,0.0,unigram
risk compliance,0.006127,0.00525,0.012834,0.0,bigram
promote,0.006127,0.013014,0.006225,0.0,unigram
moving,0.006127,0.004503,0.010992,0.0,unigram
stable,0.006115,0.004503,0.004662,0.028842,unigram
diversified,0.006115,0.012858,0.010182,0.0,unigram
reflecting,0.006115,0.004503,0.007268,0.028842,unigram
agm,0.006108,0.012749,0.013493,0.0,unigram
metrics,0.006108,0.009663,0.016554,0.0,unigram
resources,0.006084,0.02297,0.00543,0.0,unigram
simplify,0.006084,0.013009,0.009497,0.0,unigram
tools including,0.006078,0.010043,0.0,0.0,bigram
risk loss,0.006078,0.005314,0.0,0.0,bigram
amounts,0.006078,0.005226,0.0,0.0,unigram
perceived,0.006078,0.005226,0.0,0.0,unigram
specific ai,0.006078,0.005314,0.0,0.0,bigram
credit risk,0.006078,0.013865,0.0,0.0,bigram
operation,0.006078,0.005226,0.0,0.0,unigram
automated decision,0.006078,0.005314,0.0,0.0,bigram
authority pra,0.006078,0.0,0.007346,0.0,bigram
policies procedures,0.006078,0.010043,0.0,0.0,bigram
financial institutions,0.006078,0.0,0.007096,0.0,bigram
ai risks,0.006078,0.0,0.008048,0.0,bigram
increasingly sophisticated,0.006078,0.006195,0.0,0.0,bigram
malicious,0.006078,0.008848,0.0,0.0,unigram
train,0.006078,0.005314,0.0,0.0,unigram
remain focused,0.006078,0.0,0.007346,0.0,bigram
inadequate,0.006078,0.008997,0.0,0.0,unigram
manipulation,0.006078,0.0,0.007346,0.0,unigram
inaugural,0.006078,0.005314,0.0,0.0,unigram
group continues,0.006078,0.005314,0.0,0.0,bigram
worth,0.006078,0.006176,0.0,0.0,unigram
returns,0.005991,0.008321,0.010697,0.0,unigram
structured,0.005893,0.009655,0.006729,0.0,unigram
interests,0.005893,0.013781,0.0065,0.0,unigram
joined,0.005893,0.004867,0.011769,0.0,unigram
extended,0.005893,0.010445,0.0,0.031176,unigram
add,0.005851,0.009679,0.004662,0.0,unigram
transform,0.005851,0.015487,0.004662,0.0,unigram
advisers,0.005851,0.0,0.026139,0.0,unigram
days,0.005825,0.0,0.008141,0.0,unigram
performance culture,0.005825,0.00997,0.0,0.0,bigram
incident,0.005825,0.0,0.008277,0.0,unigram
exchange rates,0.005825,0.006866,0.0,0.0,bigram
fintech,0.005825,0.006866,0.0,0.0,unigram
board considered,0.005825,0.0,0.008141,0.0,bigram
currency,0.005825,0.0,0.016503,0.0,unigram
remediation,0.005825,0.011129,0.0,0.0,unigram
light,0.005825,0.011589,0.0,0.0,unigram
technology artificial,0.005825,0.011589,0.0,0.0,bigram
ai tool,0.005825,0.006845,0.0,0.0,bigram
partially,0.005825,0.0,0.007864,0.0,unigram
facilitating,0.005825,0.0,0.006097,0.0,unigram
governance ai,0.005825,0.005791,0.0,0.0,bigram
frequency,0.005825,0.0,0.006097,0.0,unigram
friend,0.005825,0.005791,0.0,0.0,unigram
ding,0.005825,0.006845,0.0,0.0,unigram
regulatory change,0.005825,0.006845,0.0,0.0,bigram
guide,0.005825,0.0,0.006097,0.0,unigram
exposures,0.005825,0.0,0.006097,0.0,unigram
ai team,0.005825,0.005889,0.0,0.0,bigram
industry trends,0.005825,0.011129,0.0,0.0,bigram
size,0.005825,0.0,0.007864,0.0,unigram
chat,0.005825,0.0,0.008277,0.0,unigram
certainty,0.005825,0.005889,0.0,0.0,unigram
including risk,0.0058,0.004195,0.011401,0.026868,bigram
extend,0.00574,0.014182,0.0,0.0,unigram
elements,0.00574,0.01294,0.010182,0.0,unigram
determined,0.00574,0.004503,0.012239,0.0,unigram
solution,0.00574,0.013393,0.006014,0.0,unigram
structural,0.00574,0.014987,0.0,0.0,unigram
conducted,0.005719,0.014303,0.014118,0.0,unigram
frontier,0.005716,0.015312,0.0,0.0,unigram
works,0.005716,0.015267,0.00504,0.0,unigram
risk assessment,0.005708,0.008321,0.011955,0.0,bigram
evolve,0.005708,0.02114,0.0,0.0,unigram
line,0.00561,0.017378,0.017837,0.0,unigram
powers,0.005579,0.005791,0.0,0.0,unigram
management information,0.005579,0.0,0.008141,0.0,bigram
california,0.005579,0.006866,0.0,0.0,unigram
visited,0.005579,0.0,0.006097,0.0,unigram
adopting,0.005579,0.006866,0.0,0.0,unigram
signed,0.005579,0.005791,0.0,0.0,unigram
non financial,0.005579,0.006845,0.0,0.0,bigram
customers clients,0.005579,0.0,0.006097,0.0,bigram
policy ai,0.005579,0.0,0.008141,0.0,bigram
inputs,0.005579,0.0,0.008277,0.0,unigram
business trust,0.005579,0.006866,0.0,0.0,bigram
regulated,0.005579,0.006866,0.0,0.0,unigram
reforms,0.005579,0.0,0.006097,0.0,unigram
legal regulatory,0.005579,0.005889,0.0,0.0,bigram
customers employees,0.005579,0.005791,0.0,0.0,bigram
client needs,0.005579,0.006866,0.0,0.0,bigram
rapid development,0.005579,0.006845,0.0,0.0,bigram
putting,0.005579,0.006845,0.0,0.0,unigram
risks arising,0.005579,0.0,0.0,0.069255,bigram
risks risks,0.005579,0.0,0.0,0.069255,bigram
presented ai,0.005579,0.005889,0.0,0.0,bigram
steering,0.005579,0.012358,0.0,0.0,unigram
ai standard,0.005579,0.005791,0.0,0.0,bigram
ermf,0.005579,0.005889,0.0,0.0,unigram
failure comply,0.005579,0.011129,0.0,0.0,bigram
ongoing work,0.005579,0.0,0.006097,0.0,bigram
applied,0.005579,0.009806,0.0,0.0,unigram
limit,0.005568,0.005658,0.007372,0.0,unigram
ensures,0.005568,0.010543,0.0,0.0,unigram
defence,0.005568,0.004867,0.011584,0.0,unigram
present,0.005568,0.0,0.014101,0.0,unigram
circumstances,0.005568,0.010543,0.0,0.0,unigram
sets,0.005568,0.010215,0.007372,0.0,unigram
materially,0.005568,0.005675,0.0,0.031176,unigram
timely,0.005568,0.013987,0.0,0.0,unigram
factors including,0.005568,0.004787,0.0065,0.0,bigram
harness,0.005568,0.004787,0.013191,0.0,unigram
estimation,0.005568,0.0,0.014101,0.0,unigram
enabler,0.005452,0.008511,0.017217,0.0,unigram
user,0.005452,0.018264,0.010717,0.0,unigram
reach,0.005452,0.022693,0.0,0.0,unigram
efficiently,0.005431,0.016672,0.015688,0.0,unigram
inclusive,0.005347,0.01282,0.01325,0.0,unigram
september,0.005334,0.013009,0.010645,0.025159,unigram
invested,0.00527,0.016524,0.018423,0.0,unigram
ai emerging,0.005257,0.006195,0.007096,0.0,bigram
entrants,0.005257,0.006195,0.009315,0.0,unigram
discrimination,0.005257,0.008997,0.007096,0.0,unigram
ai learning,0.005257,0.010539,0.0,0.0,bigram
winning,0.005257,0.011402,0.0,0.0,unigram
previous,0.005257,0.010539,0.0,0.0,unigram
consistency,0.005257,0.015356,0.0,0.0,unigram
wealth management,0.005257,0.011402,0.0,0.0,bigram
board received,0.005257,0.0,0.015394,0.0,bigram
score,0.005257,0.01049,0.005501,0.0,unigram
statements including,0.005257,0.0,0.014442,0.0,bigram
voice,0.005257,0.008848,0.005501,0.0,unigram
behaviour,0.005151,0.008511,0.018533,0.0,unigram
responsibility,0.005151,0.00525,0.013281,0.0,unigram
including consideration,0.005151,0.00525,0.013046,0.0,bigram
capabilities new,0.005115,0.006845,0.0,0.0,bigram
increasing reliance,0.005115,0.0,0.006097,0.0,bigram
ata,0.005115,0.005889,0.0,0.0,unigram
review board,0.005115,0.0,0.006097,0.0,bigram
improved automation,0.005115,0.011129,0.0,0.0,bigram
assessment effectiveness,0.005115,0.0,0.008919,0.0,bigram
compelling,0.005115,0.006866,0.0,0.0,unigram
assessment control,0.005115,0.0,0.007864,0.0,bigram
likely maintain,0.005115,0.005791,0.0,0.0,bigram
group policy,0.005115,0.005791,0.0,0.0,bigram
regularly review,0.005115,0.005791,0.0,0.0,bigram
registered,0.005115,0.006845,0.0,0.0,unigram
launch ai,0.005115,0.006845,0.0,0.0,bigram
large scale,0.005115,0.006866,0.0,0.0,bigram
investment automation,0.005115,0.0,0.009504,0.0,bigram
sovereignty,0.005115,0.005791,0.0,0.0,unigram
female,0.005115,0.005889,0.0,0.0,unigram
benefitting,0.005115,0.006845,0.0,0.0,unigram
rate cuts,0.005115,0.005791,0.0,0.0,bigram
reason,0.005115,0.005791,0.0,0.0,unigram
technology risk,0.005115,0.005889,0.0,0.0,bigram
models risk,0.005115,0.005791,0.0,0.0,bigram
build seamless,0.005115,0.006845,0.0,0.0,bigram
asse,0.005115,0.0,0.0,0.037716,unigram
tools enhance,0.005115,0.006845,0.0,0.0,bigram
blockchain tokenisation,0.005115,0.0,0.015958,0.0,bigram
digital innovation,0.005115,0.009806,0.0,0.0,bigram
driven complex,0.005115,0.005889,0.0,0.0,bigram
unique data,0.005115,0.005889,0.0,0.0,bigram
provides tools,0.005115,0.006845,0.0,0.0,bigram
intelligence tools,0.005115,0.006845,0.0,0.0,bigram
quality monitoring,0.005115,0.005889,0.0,0.0,bigram
key risk,0.005115,0.005889,0.0,0.0,bigram
investment gen,0.005115,0.006845,0.0,0.0,bigram
investment group,0.005115,0.011129,0.0,0.0,bigram
pace development,0.005115,0.006845,0.0,0.0,bigram
represented,0.005115,0.0,0.008141,0.0,unigram
control effectiveness,0.005115,0.0,0.008277,0.0,bigram
requirement,0.005115,0.0,0.007864,0.0,unigram
reshaping financial,0.005115,0.005889,0.0,0.0,bigram
scores,0.005115,0.006866,0.0,0.0,unigram
deferral,0.005115,0.005791,0.0,0.0,unigram
shared risk,0.005115,0.0,0.0,0.037716,bigram
numbers,0.005115,0.006866,0.0,0.0,unigram
business models,0.005115,0.011129,0.0,0.0,bigram
evolving technology,0.005115,0.005791,0.0,0.0,bigram
ai servicing,0.005115,0.0,0.014014,0.0,bigram
seven years,0.005115,0.006866,0.0,0.0,bigram
link strategy,0.005115,0.0,0.009504,0.0,bigram
use modern,0.005115,0.011129,0.0,0.0,bigram
stewardship,0.005115,0.005889,0.0,0.0,unigram
boost,0.005115,0.0,0.006097,0.0,unigram
delivered million,0.005115,0.006845,0.0,0.0,bigram
captures,0.005115,0.0,0.006097,0.0,unigram
cited,0.005115,0.005791,0.0,0.0,unigram
sme customers,0.005115,0.005889,0.0,0.0,bigram
gain momentum,0.005115,0.006866,0.0,0.0,bigram
ai foundations,0.005115,0.006845,0.0,0.0,bigram
visits,0.005115,0.006845,0.0,0.0,unigram
visits colleague,0.005115,0.006845,0.0,0.0,bigram
aspirations,0.005115,0.006866,0.0,0.0,unigram
new customer,0.005115,0.0,0.008919,0.0,bigram
treatment,0.005115,0.005791,0.0,0.0,unigram
advice gap,0.005115,0.006845,0.0,0.0,bigram
effectiveness risk,0.005115,0.0,0.008919,0.0,bigram
workforce engagement,0.005115,0.005889,0.0,0.0,bigram
fintechs,0.005115,0.006866,0.0,0.0,unigram
smaller,0.005115,0.0,0.008141,0.0,unigram
tools colleagues,0.005115,0.006845,0.0,0.0,bigram
increase use,0.005115,0.009806,0.0,0.0,bigram
rmf,0.005115,0.0,0.008919,0.0,unigram
risk included,0.005115,0.005791,0.0,0.0,bigram
category,0.005115,0.0,0.010323,0.0,unigram
digital bank,0.005115,0.009806,0.0,0.0,bigram
updates group,0.005115,0.005791,0.0,0.0,bigram
ai initiatives,0.005115,0.0,0.006097,0.0,bigram
navigating,0.005115,0.006845,0.0,0.0,unigram
iteration,0.005115,0.005889,0.0,0.0,unigram
digital banking,0.005115,0.009806,0.0,0.0,bigram
broadening,0.005115,0.00997,0.0,0.0,unigram
ai support,0.005115,0.011129,0.0,0.0,bigram
business decisions,0.005115,0.005889,0.0,0.0,bigram
tion,0.005115,0.005889,0.0,0.0,unigram
group improve,0.005115,0.0,0.006097,0.0,bigram
data deliver,0.005115,0.005889,0.0,0.0,bigram
weekly,0.005115,0.011589,0.0,0.0,unigram
including gen,0.005115,0.00997,0.0,0.0,bigram
driven data,0.005115,0.006866,0.0,0.0,bigram
transaction,0.005104,0.020999,0.016959,0.0,unigram
oversight ai,0.005034,0.0,0.01297,0.0,bigram
operates,0.005034,0.015268,0.0,0.0,unigram
form,0.005034,0.006195,0.008576,0.0,unigram
embracing,0.005034,0.014162,0.0,0.0,unigram
business practices,0.005034,0.010539,0.0,0.0,bigram
unable,0.005034,0.005314,0.005501,0.0,unigram
high risk,0.005034,0.005314,0.008048,0.0,bigram
generative artificial,0.004815,0.025416,0.006842,0.0,bigram
constantly,0.004815,0.005675,0.020033,0.0,unigram
availability,0.004815,0.018704,0.0,0.0,unigram
leveraging ai,0.004798,0.016119,0.005896,0.0,bigram
strive,0.004718,0.006866,0.0,0.0,unigram
called,0.004718,0.006866,0.0,0.0,unigram
technolo,0.004718,0.006866,0.0,0.0,unigram
ecosystems,0.004718,0.005791,0.0,0.0,unigram
advancing,0.004718,0.014364,0.0,0.0,unigram
ai environment,0.004718,0.005889,0.0,0.0,bigram
expected credit,0.004718,0.005889,0.0,0.0,bigram
slavery,0.004718,0.012154,0.0,0.0,unigram
forms,0.004718,0.005889,0.0,0.0,unigram
tax cuts,0.004718,0.009806,0.0,0.0,bigram
capital expenditure,0.004718,0.006866,0.0,0.0,bigram
fraud controls,0.004718,0.005889,0.0,0.0,bigram
ai generative,0.004718,0.0,0.006097,0.0,bigram
slavery human,0.004718,0.005791,0.0,0.0,bigram
monitored business,0.004718,0.005791,0.0,0.0,bigram
appropriate risk,0.004718,0.0,0.009504,0.0,bigram
goods services,0.004718,0.005791,0.0,0.0,bigram
reputational risks,0.004718,0.0,0.008141,0.0,bigram
limitations,0.004718,0.0,0.007864,0.0,unigram
exciting,0.004718,0.006845,0.0,0.0,unigram
nominee,0.004718,0.006845,0.0,0.0,unigram
anti bribery,0.004718,0.006866,0.0,0.0,bigram
attending,0.004718,0.005791,0.0,0.0,unigram
appropriately,0.004718,0.006845,0.0,0.0,unigram
board member,0.004718,0.005791,0.0,0.0,bigram
defaults,0.004718,0.005791,0.0,0.0,unigram
climate data,0.004718,0.005889,0.0,0.0,bigram
sheet,0.004718,0.011589,0.0,0.0,unigram
gdp gross,0.004718,0.006866,0.0,0.0,bigram
management policies,0.004718,0.0,0.006097,0.0,bigram
credit losses,0.004718,0.005889,0.0,0.0,bigram
skills enable,0.004718,0.005791,0.0,0.0,bigram
impact climate,0.004718,0.006845,0.0,0.0,bigram
incentives,0.004718,0.0,0.008141,0.0,unigram
water,0.004718,0.005791,0.0,0.0,unigram
global payments,0.004718,0.011129,0.0,0.0,bigram
customers operate,0.004718,0.0,0.008277,0.0,bigram
gross domestic,0.004718,0.006866,0.0,0.0,bigram
domestic product,0.004718,0.006866,0.0,0.0,bigram
number active,0.004718,0.0,0.008919,0.0,bigram
offered,0.004718,0.005791,0.0,0.0,unigram
related valuation,0.004718,0.0,0.006097,0.0,bigram
russia,0.004718,0.005791,0.0,0.0,unigram
russia ukraine,0.004718,0.005791,0.0,0.0,bigram
capabilities risk,0.004718,0.011129,0.0,0.0,bigram
business growth,0.004718,0.0,0.008141,0.0,bigram
evolving regulatory,0.004718,0.011129,0.0,0.0,bigram
leadership skills,0.004718,0.005791,0.0,0.0,bigram
fight financial,0.004718,0.0,0.008277,0.0,bigram
fight,0.004718,0.0,0.008277,0.0,unigram
ghg greenhouse,0.004718,0.0,0.009504,0.0,bigram
geopolitics,0.004718,0.005791,0.0,0.0,unigram
related posting,0.004718,0.0,0.007864,0.0,bigram
balance sheet,0.004718,0.011589,0.0,0.0,bigram
allowance,0.004718,0.005889,0.0,0.0,unigram
people leaders,0.004718,0.01382,0.0,0.0,bigram
impacts ai,0.004718,0.006845,0.0,0.0,bigram
hardware,0.004718,0.005889,0.0,0.0,unigram
data increase,0.004718,0.006866,0.0,0.0,bigram
learning programmes,0.004718,0.005791,0.0,0.0,bigram
specialised,0.004718,0.005791,0.0,0.0,unigram
strategy focus,0.004718,0.005791,0.0,0.0,bigram
laundering,0.004718,0.0,0.008277,0.0,unigram
opportunity group,0.004718,0.0,0.006097,0.0,bigram
overseeing group,0.004718,0.0,0.006097,0.0,bigram
bank ai,0.004718,0.005791,0.0,0.0,bigram
entries relation,0.004718,0.0,0.007864,0.0,bigram
key suppliers,0.004718,0.006866,0.0,0.0,bigram
superior,0.004718,0.014052,0.0,0.0,unigram
equipping colleagues,0.004718,0.005791,0.0,0.0,bigram
statements year,0.004718,0.005791,0.0,0.0,bigram
payment infrastructure,0.004718,0.011129,0.0,0.0,bigram
continue drive,0.004718,0.0,0.0,0.037716,bigram
rapidly advancing,0.004718,0.006845,0.0,0.0,bigram
technology risks,0.004718,0.00997,0.0,0.0,bigram
page including,0.004718,0.005889,0.0,0.0,bigram
ai today,0.004718,0.006845,0.0,0.0,bigram
provided opportunity,0.004718,0.005791,0.0,0.0,bigram
high levels,0.004718,0.006845,0.0,0.0,bigram
issues raised,0.004718,0.005889,0.0,0.0,bigram
energy water,0.004718,0.005791,0.0,0.0,bigram
modern slavery,0.004718,0.012154,0.0,0.0,bigram
cloud technology,0.004718,0.014409,0.0,0.0,bigram
ce,0.004718,0.0,0.008141,0.0,unigram
mobilisation,0.004718,0.0,0.006097,0.0,unigram
areas focus,0.004718,0.0,0.007864,0.0,bigram
ukraine,0.004718,0.005791,0.0,0.0,unigram
support advanced,0.004718,0.006866,0.0,0.0,bigram
monitor emerging,0.004718,0.0,0.0,0.069255,bigram
fr,0.004718,0.006866,0.0,0.0,unigram
successful execution,0.004718,0.005889,0.0,0.0,bigram
enabled ai,0.004718,0.009806,0.0,0.0,bigram
initiated,0.004718,0.005889,0.0,0.0,unigram
procedures relating,0.004718,0.0,0.0,0.069255,bigram
considerable,0.004718,0.0,0.006097,0.0,unigram
risk analytics,0.004718,0.0,0.008277,0.0,bigram
central,0.004707,0.014977,0.014714,0.0,unigram
consists,0.004702,0.011129,0.0,0.0,unigram
core ai,0.004702,0.0,0.015958,0.0,bigram
mitigation strategies,0.004702,0.006845,0.0,0.0,bigram
innovation ai,0.004702,0.005791,0.0,0.0,bigram
inclusively,0.004702,0.0,0.009504,0.0,unigram
acknowledging,0.004702,0.0,0.007864,0.0,unigram
framework audit,0.004702,0.0,0.008919,0.0,bigram
contextual,0.004702,0.005889,0.0,0.0,unigram
pricing underwriting,0.004702,0.006845,0.0,0.0,bigram
cost management,0.004702,0.006845,0.0,0.0,bigram
approved board,0.004702,0.0,0.009504,0.0,bigram
tangible,0.004702,0.005889,0.0,0.0,unigram
months,0.004702,0.006866,0.0,0.0,unigram
monthly,0.004702,0.0,0.007864,0.0,unigram
ai committee,0.004702,0.005889,0.0,0.0,bigram
proud,0.004702,0.005889,0.0,0.0,unigram
pursuing,0.004702,0.0,0.006097,0.0,unigram
explore,0.004702,0.006866,0.0,0.0,unigram
expertise remains,0.004702,0.005889,0.0,0.0,bigram
beneficial,0.004702,0.009806,0.0,0.0,unigram
equip,0.004702,0.005889,0.0,0.0,unigram
