term,term_type,document_frequency,document_frequency_pct,idf,total_count
capabilities new,bigram,2,10.0,2.9459,2
capabilities risk,bigram,2,10.0,2.9459,2
capital expenditure,bigram,2,10.0,2.9459,2
capital liquidity,bigram,2,10.0,2.9459,2
capture,unigram,2,10.0,2.9459,2
captures,unigram,2,10.0,2.9459,2
career development,bigram,2,10.0,2.9459,2
careers,unigram,2,10.0,2.9459,2
cash access,bigram,2,10.0,2.9459,2
cause,unigram,2,10.0,2.9459,2
ce,unigram,2,10.0,2.9459,2
central culture,bigram,2,10.0,2.9459,2
centralise,unigram,2,10.0,2.9459,2
certain risks,bigram,2,10.0,2.9459,2
certifications,unigram,2,10.0,2.9459,2
cessation,unigram,2,10.0,2.9459,2
chair audit,bigram,2,10.0,2.9459,2
chair risk,bigram,2,10.0,2.9459,2
challenges group,bigram,2,10.0,2.9459,2
challenges opportunities,bigram,2,10.0,2.9459,2
championed,unigram,2,10.0,2.9459,2
change delivery,bigram,2,10.0,2.9459,2
change group,bigram,2,10.0,2.9459,2
check,unigram,2,10.0,2.9459,2
chief ai,bigram,2,10.0,2.9459,2
chief financial,bigram,2,10.0,2.9459,2
chief risk,bigram,2,10.0,2.9459,2
chinese,unigram,2,10.0,2.9459,2
chnology,unigram,2,10.0,2.9459,2
choose,unigram,2,10.0,2.9459,2
cial,unigram,2,10.0,2.9459,2
cio,unigram,2,10.0,2.9459,2
circumstances group,bigram,2,10.0,2.9459,2
cited,unigram,2,10.0,2.9459,2
climate data,bigram,2,10.0,2.9459,2
cloud computing,bigram,2,10.0,2.9459,2
cloud migration,bigram,2,10.0,2.9459,2
cognitive,unigram,2,10.0,2.9459,2
collateral,unigram,2,10.0,2.9459,2
colleague support,bigram,2,10.0,2.9459,2
colleagues ai,bigram,2,10.0,2.9459,2
colleagues group,bigram,2,10.0,2.9459,2
colleagues including,bigram,2,10.0,2.9459,2
collective,unigram,2,10.0,2.9459,2
combine,unigram,2,10.0,2.9459,2
committee approved,bigram,2,10.0,2.9459,2
committee explored,bigram,2,10.0,2.9459,2
committee group,bigram,2,10.0,2.9459,2
committee monitor,bigram,2,10.0,2.9459,2
committee technology,bigram,2,10.0,2.9459,2
committee undertakes,bigram,2,10.0,2.9459,2
committees chair,bigram,2,10.0,2.9459,2
common,unigram,2,10.0,2.9459,2
communicate,unigram,2,10.0,2.9459,2
communicated,unigram,2,10.0,2.9459,2
communicated relevant,bigram,2,10.0,2.9459,2
communities technology,bigram,2,10.0,2.9459,2
company including,bigram,2,10.0,2.9459,2
company secretary,bigram,2,10.0,2.9459,2
comparison,unigram,2,10.0,2.9459,2
compelling,unigram,2,10.0,2.9459,2
competition markets,bigram,2,10.0,2.9459,2
competitive advantages,bigram,2,10.0,2.9459,2
competitive landscape,bigram,2,10.0,2.9459,2
completed hours,bigram,2,10.0,2.9459,2
compliance functions,bigram,2,10.0,2.9459,2
compliance officer,bigram,2,10.0,2.9459,2
compliance reviews,bigram,2,10.0,2.9459,2
compliance risks,bigram,2,10.0,2.9459,2
compliance uk,bigram,2,10.0,2.9459,2
component,unigram,2,10.0,2.9459,2
computing threaten,bigram,2,10.0,2.9459,2
concept,unigram,2,10.0,2.9459,2
condition prospects,bigram,2,10.0,2.9459,2
conducted audit,bigram,2,10.0,2.9459,2
conducts,unigram,2,10.0,2.9459,2
connecting,unigram,2,10.0,2.9459,2
considerable,unigram,2,10.0,2.9459,2
consideration fraudulent,bigram,2,10.0,2.9459,2
considered group,bigram,2,10.0,2.9459,2
consisten,unigram,2,10.0,2.9459,2
consists,unigram,2,10.0,2.9459,2
consolidated ai,bigram,2,10.0,2.9459,2
constant,unigram,2,10.0,2.9459,2
constantly evolving,bigram,2,10.0,2.9459,2
consumer business,bigram,2,10.0,2.9459,2
contextual,unigram,2,10.0,2.9459,2
continually,unigram,2,10.0,2.9459,2
continue drive,bigram,2,10.0,2.9459,2
continue focus,bigram,2,10.0,2.9459,2
continue simplify,bigram,2,10.0,2.9459,2
continued embed,bigram,2,10.0,2.9459,2
continued strategic,bigram,2,10.0,2.9459,2
continues evolve,bigram,2,10.0,2.9459,2
continues focus,bigram,2,10.0,2.9459,2
continues invest,bigram,2,10.0,2.9459,2
continuing build,bigram,2,10.0,2.9459,2
continuity,unigram,2,10.0,2.9459,2
control effectiveness,bigram,2,10.0,2.9459,2
control financial,bigram,2,10.0,2.9459,2
control frameworks,bigram,2,10.0,2.9459,2
controls ai,bigram,2,10.0,2.9459,2
controls designed,bigram,2,10.0,2.9459,2
controls determined,bigram,2,10.0,2.9459,2
controls testing,bigram,2,10.0,2.9459,2
conversations,unigram,2,10.0,2.9459,2
cooling,unigram,2,10.0,2.9459,2
core ai,bigram,2,10.0,2.9459,2
cost base,bigram,2,10.0,2.9459,2
cost income,bigram,2,10.0,2.9459,2
cost management,bigram,2,10.0,2.9459,2
counterparties,unigram,2,10.0,2.9459,2
countries,unigram,2,10.0,2.9459,2
course business,bigram,2,10.0,2.9459,2
created using,bigram,2,10.0,2.9459,2
creates opportunity,bigram,2,10.0,2.9459,2
creating new,bigram,2,10.0,2.9459,2
credit losses,bigram,2,10.0,2.9459,2
creditworthiness,unigram,2,10.0,2.9459,2
crime risks,bigram,2,10.0,2.9459,2
cross functional,bigram,2,10.0,2.9459,2
cryptocurrencies,unigram,2,10.0,2.9459,2
culture ai,bigram,2,10.0,2.9459,2
customer base,bigram,2,10.0,2.9459,2
customer client,bigram,2,10.0,2.9459,2
customer expectations,bigram,2,10.0,2.9459,2
customer matters,bigram,2,10.0,2.9459,2
customer view,bigram,2,10.0,2.9459,2
customers ai,bigram,2,10.0,2.9459,2
customers board,bigram,2,10.0,2.9459,2
customers colleagues,bigram,2,10.0,2.9459,2
customers financial,bigram,2,10.0,2.9459,2
customers impact,bigram,2,10.0,2.9459,2
customers money,bigram,2,10.0,2.9459,2
customers need,bigram,2,10.0,2.9459,2
customers operate,bigram,2,10.0,2.9459,2
customers party,bigram,2,10.0,2.9459,2
customers risk,bigram,2,10.0,2.9459,2
cut,unigram,2,10.0,2.9459,2
cyber ai,bigram,2,10.0,2.9459,2
daily operations,bigram,2,10.0,2.9459,2
data breaches,bigram,2,10.0,2.9459,2
data customers,bigram,2,10.0,2.9459,2
data cyber,bigram,2,10.0,2.9459,2
data decision,bigram,2,10.0,2.9459,2
data deliver,bigram,2,10.0,2.9459,2
data governance,bigram,2,10.0,2.9459,2
data increase,bigram,2,10.0,2.9459,2
data insights,bigram,2,10.0,2.9459,2
data leveraging,bigram,2,10.0,2.9459,2
data platforms,bigram,2,10.0,2.9459,2
data risks,bigram,2,10.0,2.9459,2
data science,bigram,2,10.0,2.9459,2
data security,bigram,2,10.0,2.9459,2
data service,bigram,2,10.0,2.9459,2
data skills,bigram,2,10.0,2.9459,2
data sourcing,bigram,2,10.0,2.9459,2
data systems,bigram,2,10.0,2.9459,2
data technology,bigram,2,10.0,2.9459,2
data use,bigram,2,10.0,2.9459,2
dealing,unigram,2,10.0,2.9459,2
dedicated team,bigram,2,10.0,2.9459,2
deemed,unigram,2,10.0,2.9459,2
deep dives,bigram,2,10.0,2.9459,2
deepening,unigram,2,10.0,2.9459,2
deepfake,unigram,2,10.0,2.9459,2
deeply,unigram,2,10.0,2.9459,2
defaults,unigram,2,10.0,2.9459,2
deferral,unigram,2,10.0,2.9459,2
deferred awards,bigram,2,10.0,2.9459,2
deferred tax,bigram,2,10.0,2.9459,2
definition,unigram,2,10.0,2.9459,2
degree,unigram,2,10.0,2.9459,2
deliver better,bigram,2,10.0,2.9459,2
deliver customers,bigram,2,10.0,2.9459,2
deliver products,bigram,2,10.0,2.9459,2
deliver value,bigram,2,10.0,2.9459,2
delivered million,bigram,2,10.0,2.9459,2
delivering best,bigram,2,10.0,2.9459,2
demonstrated,unigram,2,10.0,2.9459,2
dependencies,unigram,2,10.0,2.9459,2
dependent,unigram,2,10.0,2.9459,2
depends,unigram,2,10.0,2.9459,2
designed protect,bigram,2,10.0,2.9459,2
detection systems,bigram,2,10.0,2.9459,2
determining,unigram,2,10.0,2.9459,2
develop ai,bigram,2,10.0,2.9459,2
developed ai,bigram,2,10.0,2.9459,2
development deployment,bigram,2,10.0,2.9459,2
development new,bigram,2,10.0,2.9459,2
development programmes,bigram,2,10.0,2.9459,2
develops,unigram,2,10.0,2.9459,2
develops new,bigram,2,10.0,2.9459,2
device,unigram,2,10.0,2.9459,2
dialogue,unigram,2,10.0,2.9459,2
did,unigram,2,10.0,2.9459,2
digital growth,bigram,2,10.0,2.9459,2
digital journeys,bigram,2,10.0,2.9459,2
digital services,bigram,2,10.0,2.9459,2
digital skills,bigram,2,10.0,2.9459,2
digital technology,bigram,2,10.0,2.9459,2
digital view,bigram,2,10.0,2.9459,2
digitisation ai,bigram,2,10.0,2.9459,2
disclosed,unigram,2,10.0,2.9459,2
discount,unigram,2,10.0,2.9459,2
discussing,unigram,2,10.0,2.9459,2
discussions circumstances,bigram,2,10.0,2.9459,2
discussions involved,bigram,2,10.0,2.9459,2
disruptive technology,bigram,2,10.0,2.9459,2
diversity equity,bigram,2,10.0,2.9459,2
domestic product,bigram,2,10.0,2.9459,2
drive efficiencies,bigram,2,10.0,2.9459,2
drive long,bigram,2,10.0,2.9459,2
drive productivity,bigram,2,10.0,2.9459,2
driven analytics,bigram,2,10.0,2.9459,2
driven complex,bigram,2,10.0,2.9459,2
driven data,bigram,2,10.0,2.9459,2
driven efficiency,bigram,2,10.0,2.9459,2
driven fraud,bigram,2,10.0,2.9459,2
driven higher,bigram,2,10.0,2.9459,2
driven models,bigram,2,10.0,2.9459,2
driven pricing,bigram,2,10.0,2.9459,2
driven tools,bigram,2,10.0,2.9459,2
driver,unigram,2,10.0,2.9459,2
driving better,bigram,2,10.0,2.9459,2
driving market,bigram,2,10.0,2.9459,2
dual,unigram,2,10.0,2.9459,2
earn,unigram,2,10.0,2.9459,2
earned,unigram,2,10.0,2.9459,2
ease,unigram,2,10.0,2.9459,2
ebitda,unigram,2,10.0,2.9459,2
ecosystems,unigram,2,10.0,2.9459,2
effective use,bigram,2,10.0,2.9459,2
effectively managing,bigram,2,10.0,2.9459,2
effectiveness risk,bigram,2,10.0,2.9459,2
efficiencies business,bigram,2,10.0,2.9459,2
effort,unigram,2,10.0,2.9459,2
elevated,unigram,2,10.0,2.9459,2
eligibility,unigram,2,10.0,2.9459,2
em,unigram,2,10.0,2.9459,2
embed ai,bigram,2,10.0,2.9459,2
embedded finance,bigram,2,10.0,2.9459,2
embedding ai,bigram,2,10.0,2.9459,2
embrace,unigram,2,10.0,2.9459,2
ement,unigram,2,10.0,2.9459,2
emerge,unigram,2,10.0,2.9459,2
emergence new,bigram,2,10.0,2.9459,2
emerging ai,bigram,2,10.0,2.9459,2
emerging threats,bigram,2,10.0,2.9459,2
empathetic,unigram,2,10.0,2.9459,2
empathy,unigram,2,10.0,2.9459,2
employ,unigram,2,10.0,2.9459,2
employed,unigram,2,10.0,2.9459,2
employer,unigram,2,10.0,2.9459,2
empowering colleagues,bigram,2,10.0,2.9459,2
enable risk,bigram,2,10.0,2.9459,2
enabled tools,bigram,2,10.0,2.9459,2
enablement,unigram,2,10.0,2.9459,2
enabler growth,bigram,2,10.0,2.9459,2
encourages,unigram,2,10.0,2.9459,2
encouraging,unigram,2,10.0,2.9459,2
end year,bigram,2,10.0,2.9459,2
ended december,bigram,2,10.0,2.9459,2
energy water,bigram,2,10.0,2.9459,2
engagement activities,bigram,2,10.0,2.9459,2
engagement ai,bigram,2,10.0,2.9459,2
engagement customers,bigram,2,10.0,2.9459,2
engagement opportunities,bigram,2,10.0,2.9459,2
engagement survey,bigram,2,10.0,2.9459,2
engine,unigram,2,10.0,2.9459,2
engineers,unigram,2,10.0,2.9459,2
enhance ability,bigram,2,10.0,2.9459,2
enhance automation,bigram,2,10.0,2.9459,2
enhance efficiency,bigram,2,10.0,2.9459,2
enhance operational,bigram,2,10.0,2.9459,2
enhance risk,bigram,2,10.0,2.9459,2
enhanced data,bigram,2,10.0,2.9459,2
enrich,unigram,2,10.0,2.9459,2
ensu,unigram,2,10.0,2.9459,2
ensure continued,bigram,2,10.0,2.9459,2
ensure technology,bigram,2,10.0,2.9459,2
ensured,unigram,2,10.0,2.9459,2
ensuring compliance,bigram,2,10.0,2.9459,2
ensuring fairness,bigram,2,10.0,2.9459,2
ent,unigram,2,10.0,2.9459,2
entering,unigram,2,10.0,2.9459,2
entirely,unigram,2,10.0,2.9459,2
entirely new,bigram,2,10.0,2.9459,2
entries adjustments,bigram,2,10.0,2.9459,2
entries relation,bigram,2,10.0,2.9459,2
environment key,bigram,2,10.0,2.9459,2
epc,unigram,2,10.0,2.9459,2
epc rating,bigram,2,10.0,2.9459,2
equal opportunities,bigram,2,10.0,2.9459,2
equality,unigram,2,10.0,2.9459,2
equally,unigram,2,10.0,2.9459,2
equip,unigram,2,10.0,2.9459,2
equipping colleagues,bigram,2,10.0,2.9459,2
estimate,unigram,2,10.0,2.9459,2
estimates assessing,bigram,2,10.0,2.9459,2
estimates judgements,bigram,2,10.0,2.9459,2
estimation uncertainty,bigram,2,10.0,2.9459,2
ethical ai,bigram,2,10.0,2.9459,2
ethical social,bigram,2,10.0,2.9459,2
ethnicity pay,bigram,2,10.0,2.9459,2
eva,unigram,2,10.0,2.9459,2
evolving regulatory,bigram,2,10.0,2.9459,2
evolving technologies,bigram,2,10.0,2.9459,2
evolving technology,bigram,2,10.0,2.9459,2
evs,unigram,2,10.0,2.9459,2
example ai,bigram,2,10.0,2.9459,2
exceptionally,unigram,2,10.0,2.9459,2
exciting,unigram,2,10.0,2.9459,2
exclusions,unigram,2,10.0,2.9459,2
exco,unigram,2,10.0,2.9459,2
executing,unigram,2,10.0,2.9459,2
executive committee,bigram,2,10.0,2.9459,2
exercise,unigram,2,10.0,2.9459,2
exists,unigram,2,10.0,2.9459,2
expanding digital,bigram,2,10.0,2.9459,2
expectation,unigram,2,10.0,2.9459,2
expected credit,bigram,2,10.0,2.9459,2
expects,unigram,2,10.0,2.9459,2
expenses,unigram,2,10.0,2.9459,2
experience customer,bigram,2,10.0,2.9459,2
experience customers,bigram,2,10.0,2.9459,2
experienced,unigram,2,10.0,2.9459,2
expertise remains,bigram,2,10.0,2.9459,2
experts,unigram,2,10.0,2.9459,2
exploit,unigram,2,10.0,2.9459,2
explore,unigram,2,10.0,2.9459,2
extend gratitude,bigram,2,10.0,2.9459,2
extending leadership,bigram,2,10.0,2.9459,2
external environment,bigram,2,10.0,2.9459,2
external events,bigram,2,10.0,2.9459,2
external perspectives,bigram,2,10.0,2.9459,2
extreme,unigram,2,10.0,2.9459,2
extreme weather,bigram,2,10.0,2.9459,2
faces,unigram,2,10.0,2.9459,2
facing group,bigram,2,10.0,2.9459,2
facing teams,bigram,2,10.0,2.9459,2
factor,unigram,2,10.0,2.9459,2
failure achieve,bigram,2,10.0,2.9459,2
failure manage,bigram,2,10.0,2.9459,2
failure meet,bigram,2,10.0,2.9459,2
fairness respect,bigram,2,10.0,2.9459,2
fairness transparency,bigram,2,10.0,2.9459,2
featuring,unigram,2,10.0,2.9459,2
feedback reflecting,bigram,2,10.0,2.9459,2
fees,unigram,2,10.0,2.9459,2
female,unigram,2,10.0,2.9459,2
fewer,unigram,2,10.0,2.9459,2
fields,unigram,2,10.0,2.9459,2
fight,unigram,2,10.0,2.9459,2
fight financial,bigram,2,10.0,2.9459,2
figure,unigram,2,10.0,2.9459,2
final,unigram,2,10.0,2.9459,2
finance support,bigram,2,10.0,2.9459,2
financial conduct,bigram,2,10.0,2.9459,2
financial instrument,bigram,2,10.0,2.9459,2
financial operational,bigram,2,10.0,2.9459,2
financial performance,bigram,2,10.0,2.9459,2
financial resilience,bigram,2,10.0,2.9459,2
financial risk,bigram,2,10.0,2.9459,2
financials,unigram,2,10.0,2.9459,2
findings,unigram,2,10.0,2.9459,2
fintechs,unigram,2,10.0,2.9459,2
fo,unigram,2,10.0,2.9459,2
focus area,bigram,2,10.0,2.9459,2
focus automation,bigram,2,10.0,2.9459,2
focus key,bigram,2,10.0,2.9459,2
focus policies,bigram,2,10.0,2.9459,2
focus risk,bigram,2,10.0,2.9459,2
forensic,unigram,2,10.0,2.9459,2
forensic specialists,bigram,2,10.0,2.9459,2
forms,unigram,2,10.0,2.9459,2
foster,unigram,2,10.0,2.9459,2
founded,unigram,2,10.0,2.9459,2
fr,unigram,2,10.0,2.9459,2
framework ai,bigram,2,10.0,2.9459,2
framework audit,bigram,2,10.0,2.9459,2
framework ensure,bigram,2,10.0,2.9459,2
framework group,bigram,2,10.0,2.9459,2
fraud controls,bigram,2,10.0,2.9459,2
fraud prevention,bigram,2,10.0,2.9459,2
frc,unigram,2,10.0,2.9459,2
frequent,unigram,2,10.0,2.9459,2
friction,unigram,2,10.0,2.9459,2
frontline,unigram,2,10.0,2.9459,2
functional,unigram,2,10.0,2.9459,2
functions ensure,bigram,2,10.0,2.9459,2
fund ai,bigram,2,10.0,2.9459,2
fundamental,unigram,2,10.0,2.9459,2
future events,bigram,2,10.0,2.9459,2
gain momentum,bigram,2,10.0,2.9459,2
gdp gross,bigram,2,10.0,2.9459,2
gdpr,unigram,2,10.0,2.9459,2
genai adoption,bigram,2,10.0,2.9459,2
genai enhance,bigram,2,10.0,2.9459,2
generate,unigram,2,10.0,2.9459,2
geographic,unigram,2,10.0,2.9459,2
geopolitical risks,bigram,2,10.0,2.9459,2
geopolitics,unigram,2,10.0,2.9459,2
ghg greenhouse,bigram,2,10.0,2.9459,2
gitlab,unigram,2,10.0,2.9459,2
global ai,bigram,2,10.0,2.9459,2
global markets,bigram,2,10.0,2.9459,2
global payments,bigram,2,10.0,2.9459,2
glossary,unigram,2,10.0,2.9459,2
goal setting,bigram,2,10.0,2.9459,2
goes,unigram,2,10.0,2.9459,2
good customer,bigram,2,10.0,2.9459,2
goods services,bigram,2,10.0,2.9459,2
google,unigram,2,10.0,2.9459,2
governance new,bigram,2,10.0,2.9459,2
governance review,bigram,2,10.0,2.9459,2
governance standards,bigram,2,10.0,2.9459,2
gratitude,unigram,2,10.0,2.9459,2
greater capital,bigram,2,10.0,2.9459,2
gross domestic,bigram,2,10.0,2.9459,2
group chair,bigram,2,10.0,2.9459,2
group claims,bigram,2,10.0,2.9459,2
group committed,bigram,2,10.0,2.9459,2
group expects,bigram,2,10.0,2.9459,2
group impact,bigram,2,10.0,2.9459,2
group improve,bigram,2,10.0,2.9459,2
group include,bigram,2,10.0,2.9459,2
group including,bigram,2,10.0,2.9459,2
group investing,bigram,2,10.0,2.9459,2
group model,bigram,2,10.0,2.9459,2
group policy,bigram,2,10.0,2.9459,2
group seeks,bigram,2,10.0,2.9459,2
group subject,bigram,2,10.0,2.9459,2
group use,bigram,2,10.0,2.9459,2
growing use,bigram,2,10.0,2.9459,2
growth remain,bigram,2,10.0,2.9459,2
growth underpinned,bigram,2,10.0,2.9459,2
growth underpinning,bigram,2,10.0,2.9459,2
guardrails ensure,bigram,2,10.0,2.9459,2
half,unigram,2,10.0,2.9459,2
handled,unigram,2,10.0,2.9459,2
happens,unigram,2,10.0,2.9459,2
harder,unigram,2,10.0,2.9459,2
hardware,unigram,2,10.0,2.9459,2
health safety,bigram,2,10.0,2.9459,2
heavily,unigram,2,10.0,2.9459,2
heightened,unigram,2,10.0,2.9459,2
help customers,bigram,2,10.0,2.9459,2
high growth,bigram,2,10.0,2.9459,2
high levels,bigram,2,10.0,2.9459,2
hire,unigram,2,10.0,2.9459,2
hires,unigram,2,10.0,2.9459,2
historical,unigram,2,10.0,2.9459,2
holds,unigram,2,10.0,2.9459,2
holistic data,bigram,2,10.0,2.9459,2
hosted,unigram,2,10.0,2.9459,2
icara,unigram,2,10.0,2.9459,2
identified laws,bigram,2,10.0,2.9459,2
identifying fraud,bigram,2,10.0,2.9459,2
identity fraud,bigram,2,10.0,2.9459,2
impact business,bigram,2,10.0,2.9459,2
impact climate,bigram,2,10.0,2.9459,2
impact work,bigram,2,10.0,2.9459,2
impacts ai,bigram,2,10.0,2.9459,2
impairment,unigram,2,10.0,2.9459,2
implementation ai,bigram,2,10.0,2.9459,2
implementing automation,bigram,2,10.0,2.9459,2
important business,bigram,2,10.0,2.9459,2
improper,unigram,2,10.0,2.9459,2
improve risk,bigram,2,10.0,2.9459,2
improved automation,bigram,2,10.0,2.9459,2
improved risk,bigram,2,10.0,2.9459,2
improves,unigram,2,10.0,2.9459,2
improving operational,bigram,2,10.0,2.9459,2
inappropriate accounting,bigram,2,10.0,2.9459,2
incentives,unigram,2,10.0,2.9459,2
included consideration,bigram,2,10.0,2.9459,2
included deep,bigram,2,10.0,2.9459,2
including automated,bigram,2,10.0,2.9459,2
including group,bigram,2,10.0,2.9459,2
including growth,bigram,2,10.0,2.9459,2
including increased,bigram,2,10.0,2.9459,2
including limitation,bigram,2,10.0,2.9459,2
including need,bigram,2,10.0,2.9459,2
including progress,bigram,2,10.0,2.9459,2
inclusion resilience,bigram,2,10.0,2.9459,2
inclusively,unigram,2,10.0,2.9459,2
income ratio,bigram,2,10.0,2.9459,2
incorporates,unigram,2,10.0,2.9459,2
incorporation ai,bigram,2,10.0,2.9459,2
increase risk,bigram,2,10.0,2.9459,2
increasing complexity,bigram,2,10.0,2.9459,2
increasing reliance,bigram,2,10.0,2.9459,2
increasing use,bigram,2,10.0,2.9459,2
increasingly complex,bigram,2,10.0,2.9459,2
independent director,bigram,2,10.0,2.9459,2
indicators aggregate,bigram,2,10.0,2.9459,2
inform,unigram,2,10.0,2.9459,2
information ai,bigram,2,10.0,2.9459,2
information officer,bigram,2,10.0,2.9459,2
information used,bigram,2,10.0,2.9459,2
infrastructure ai,bigram,2,10.0,2.9459,2
infrastructure data,bigram,2,10.0,2.9459,2
infrastructure growth,bigram,2,10.0,2.9459,2
ing,unigram,2,10.0,2.9459,2
inherent risk,bigram,2,10.0,2.9459,2
initial,unigram,2,10.0,2.9459,2
initiated,unigram,2,10.0,2.9459,2
initiatives support,bigram,2,10.0,2.9459,2
innovation ai,bigram,2,10.0,2.9459,2
innovation digital,bigram,2,10.0,2.9459,2
innovation strategy,bigram,2,10.0,2.9459,2
innovation technology,bigram,2,10.0,2.9459,2
ins,unigram,2,10.0,2.9459,2
instant access,bigram,2,10.0,2.9459,2
instantly,unigram,2,10.0,2.9459,2
instrument,unigram,2,10.0,2.9459,2
instrument marking,bigram,2,10.0,2.9459,2
insufficient,unigram,2,10.0,2.9459,2
insurance business,bigram,2,10.0,2.9459,2
int,unigram,2,10.0,2.9459,2
integrate ai,bigram,2,10.0,2.9459,2
integrates,unigram,2,10.0,2.9459,2
intelligence large,bigram,2,10.0,2.9459,2
intelligence machine,bigram,2,10.0,2.9459,2
intelligence operational,bigram,2,10.0,2.9459,2
intelligence quantum,bigram,2,10.0,2.9459,2
intelligence technologies,bigram,2,10.0,2.9459,2
intelligence tools,bigram,2,10.0,2.9459,2
intentional,unigram,2,10.0,2.9459,2
internal fraud,bigram,2,10.0,2.9459,2
introduced ai,bigram,2,10.0,2.9459,2
intuitive digital,bigram,2,10.0,2.9459,2
invaluable,unigram,2,10.0,2.9459,2
invest technology,bigram,2,10.0,2.9459,2
invested ai,bigram,2,10.0,2.9459,2
investing ai,bigram,2,10.0,2.9459,2
investing data,bigram,2,10.0,2.9459,2
investment automation,bigram,2,10.0,2.9459,2
investment gen,bigram,2,10.0,2.9459,2
investment group,bigram,2,10.0,2.9459,2
investment technology,bigram,2,10.0,2.9459,2
investor relations,bigram,2,10.0,2.9459,2
involvement,unigram,2,10.0,2.9459,2
involves,unigram,2,10.0,2.9459,2
ise,unigram,2,10.0,2.9459,2
issues raised,bigram,2,10.0,2.9459,2
iteration,unigram,2,10.0,2.9459,2
key areas,bigram,2,10.0,2.9459,2
key focus,bigram,2,10.0,2.9459,2
key risk,bigram,2,10.0,2.9459,2
key suppliers,bigram,2,10.0,2.9459,2
labour,unigram,2,10.0,2.9459,2
ladder,unigram,2,10.0,2.9459,2
landscape continues,bigram,2,10.0,2.9459,2
large scale,bigram,2,10.0,2.9459,2
later,unigram,2,10.0,2.9459,2
latest,unigram,2,10.0,2.9459,2
launch ai,bigram,2,10.0,2.9459,2
launched dedicated,bigram,2,10.0,2.9459,2
launches,unigram,2,10.0,2.9459,2
launching new,bigram,2,10.0,2.9459,2
laundering,unigram,2,10.0,2.9459,2
le,unigram,2,10.0,2.9459,2
leadership skills,bigram,2,10.0,2.9459,2
leading digital,bigram,2,10.0,2.9459,2
leagues,unigram,2,10.0,2.9459,2
lear,unigram,2,10.0,2.9459,2
learning opportunities,bigram,2,10.0,2.9459,2
learning programmes,bigram,2,10.0,2.9459,2
ledger,unigram,2,10.0,2.9459,2
leverage automation,bigram,2,10.0,2.9459,2
leveraging benefits,bigram,2,10.0,2.9459,2
leveraging technology,bigram,2,10.0,2.9459,2
likely maintain,bigram,2,10.0,2.9459,2
limitation,unigram,2,10.0,2.9459,2
limitations,unigram,2,10.0,2.9459,2
limits,unigram,2,10.0,2.9459,2
line ai,bigram,2,10.0,2.9459,2
lines business,bigram,2,10.0,2.9459,2
link strategy,bigram,2,10.0,2.9459,2
liquidity requirements,bigram,2,10.0,2.9459,2
litigation,unigram,2,10.0,2.9459,2
ll,unigram,2,10.0,2.9459,2
local,unigram,2,10.0,2.9459,2
location,unigram,2,10.0,2.9459,2
locations,unigram,2,10.0,2.9459,2
looking statements,bigram,2,10.0,2.9459,2
loops,unigram,2,10.0,2.9459,2
love,unigram,2,10.0,2.9459,2
low cost,bigram,2,10.0,2.9459,2
major platform,bigram,2,10.0,2.9459,2
makes,unigram,2,10.0,2.9459,2
malicious use,bigram,2,10.0,2.9459,2
malware,unigram,2,10.0,2.9459,2
manage risk,bigram,2,10.0,2.9459,2
management actions,bigram,2,10.0,2.9459,2
management climate,bigram,2,10.0,2.9459,2
management committee,bigram,2,10.0,2.9459,2
management controls,bigram,2,10.0,2.9459,2
management data,bigram,2,10.0,2.9459,2
management engagement,bigram,2,10.0,2.9459,2
management oversight,bigram,2,10.0,2.9459,2
management policies,bigram,2,10.0,2.9459,2
management position,bigram,2,10.0,2.9459,2
management steering,bigram,2,10.0,2.9459,2
manual processes,bigram,2,10.0,2.9459,2
market intelligence,bigram,2,10.0,2.9459,2
market participants,bigram,2,10.0,2.9459,2
market share,bigram,2,10.0,2.9459,2
market trends,bigram,2,10.0,2.9459,2
markets remain,bigram,2,10.0,2.9459,2
marking,unigram,2,10.0,2.9459,2
marking methodology,bigram,2,10.0,2.9459,2
marks,unigram,2,10.0,2.9459,2
masters,unigram,2,10.0,2.9459,2
match,unigram,2,10.0,2.9459,2
material controls,bigram,2,10.0,2.9459,2
material financial,bigram,2,10.0,2.9459,2
materiality,unigram,2,10.0,2.9459,2
matters people,bigram,2,10.0,2.9459,2
maturing,unigram,2,10.0,2.9459,2
maximum,unigram,2,10.0,2.9459,2
meaning,unigram,2,10.0,2.9459,2
means customers,bigram,2,10.0,2.9459,2
measures taken,bigram,2,10.0,2.9459,2
members group,bigram,2,10.0,2.9459,2
merging,unigram,2,10.0,2.9459,2
merging risks,bigram,2,10.0,2.9459,2
milestones,unigram,2,10.0,2.9459,2
mindful,unigram,2,10.0,2.9459,2
mis,unigram,2,10.0,2.9459,2
misinformation,unigram,2,10.0,2.9459,2
mitigate increasing,bigram,2,10.0,2.9459,2
mitigate risks,bigram,2,10.0,2.9459,2
mitigation strategies,bigram,2,10.0,2.9459,2
mobilisation,unigram,2,10.0,2.9459,2
model ai,bigram,2,10.0,2.9459,2
model outputs,bigram,2,10.0,2.9459,2
model work,bigram,2,10.0,2.9459,2
modelling approaches,bigram,2,10.0,2.9459,2
models risk,bigram,2,10.0,2.9459,2
models tools,bigram,2,10.0,2.9459,2
modernise,unigram,2,10.0,2.9459,2
